well_id,wellbore_id,field_name,sector,platform,slot,well_name,elevation_m,ground_elevation_m,elev_ref,sea_bed_m,sea_bed_ref,current_status,original_status,previous_status,status_date,spud_date,operator,local_location,projection,surface_x,surface_y,latitude,longitude,drillers_td_m,drillers_tvs_m,logger_tvd_m,hole_direction,formation_at_td,target_formation,bottom_x,bottom_y,rig_name,contractor,bore_type,well_objective,surface_lat,surface_lon,bottom_lat,bottom_lon
W-0201,WB-0201,Jade,Onshore,PAD-15,20,Jade-20,26.0,13.7,DF,0.0,,Suspended,Drilling,Drilling,2003-02-11,1997-10-12,Saudi Aramco,Block 83/35,EPSG:32640,84995.93,70328.01,25.85219,55.814403,3498,2880,2855,Vertical,Mauddud,Thamama,84069.8,70391.81,Ensco-104,Valaris,Appraisal,Oil Producer,25.851555,55.810713,25.867816,55.825544
W-0202,WB-0202,Iris,Offshore-East,PAD-34,15,Iris-15,50.7,15.5,DF,95.8,MSL,Testing,Planned,Shut-in,2013-07-02,2007-02-13,Saudi Aramco,Block 11/23,EPSG:32641,19624.57,40252.64,22.50484,48.885765,1998,1461,1842,Deviated,Shuaiba,Yamama,19346.79,39268.94,Noble-2,Nabors,Appraisal,Appraisal,22.512607,48.891615,22.509743,48.896569
W-0203,WB-0203,Mauddud,Offshore-West,PAD-74,16,Mauddud-16,12.2,11.6,DF,5.3,MSL,Testing,Planned,Abandoned,2017-03-11,2013-10-14,ADNOC,Block 65/34,EPSG:32641,12554.98,92004.01,22.969772,51.380387,5837,5818,4970,Horizontal,Arab-C,Arab-D,13865.83,91420.31,Ensco-107,Valaris,Exploration,Gas Producer,22.975106,51.372996,22.98938,51.369438
W-0204,WB-0204,Ghazal,Offshore-North,PLAT-55,6,Ghazal-06,40.6,13.9,GL,27.9,MSL,Drilling,Planned,Testing,2023-12-19,2019-01-11,QatarEnergy,Block 77/17,EPSG:32640,96347.99,65025.51,27.391325,48.336197,3847,3801,2936,Horizontal,Arab-D,Arab-D,95979.75,64489.9,Ensco-105,Borr Drilling,Appraisal,Appraisal,27.397564,48.341451,27.4041,48.355213
W-0205,WB-0205,Khuff,Offshore-South,PAD-2,45,Khuff-45,58.5,9.6,GL,55.4,MSL,Abandoned,Completed,Testing,2009-06-06,2002-10-15,Saudi Aramco,Block 54/10,EPSG:32639,10804.46,9041.9,25.638574,53.919233,4013,3975,3804,Horizontal,Arab-D,Arab-D,11296.68,8020.79,Shelf-4,Nabors,Exploration,Water Injector,25.644839,53.9106,25.620346,53.93904
W-0206,WB-0206,Qamar,Offshore-South,PAD-34,25,Qamar-25,35.6,17.6,GL,48.5,MSL,Abandoned,Completed,Completed,2018-03-24,2012-09-23,ADNOC,Block 23/18,EPSG:32640,47849.11,94785.66,22.055182,55.344612,2198,1702,2088,Vertical,Thamama,Khuff,47114.37,93901.21,Ensco-105,Shelf Drilling,Development,Gas Producer,22.058036,55.334864,22.048006,55.327636
W-0207,WB-0207,Bravo,Offshore-East,JKT-48,2,Bravo-02,10.7,8.7,DF,19.0,MSL,Suspended,Drilling,Suspended,2004-04-08,1995-01-18,TotalEnergies,Block 90/7,EPSG:32639,58556.37,25855.73,22.608829,50.240299,1486,1277,1059,Vertical,Mishrif,Nahr Umr,57437.47,26721.39,Ensco-103,Shelf Drilling,Development,Gas Injector,22.607989,50.248263,22.611704,50.257757
W-0208,WB-0208,Shams,Onshore,FPSO-57,14,Shams-14,41.6,8.8,DF,0.0,,Completed,Drilling,Testing,2028-09-03,2020-04-24,BP,Block 8/33,EPSG:32639,54137.44,33721.25,25.981011,54.866733,3600,3494,3157,Vertical,Mishrif,Yamama,52813.05,32722.84,Ensco-105,Valaris,Development,Appraisal,25.988305,54.86836,25.98987,54.858311
W-0209,WB-0209,Alpha,Offshore-North,FPSO-26,4,Alpha-04,13.1,-4.0,KB,68.0,MSL,Suspended,Drilling,Producing,2022-07-10,2022-02-05,Kuwait Oil Company,Block 36/24,EPSG:32640,8603.22,40226.04,22.03037,50.337746,2225,2012,2134,Horizontal,Thamama,Arab-D,8019.46,38811.41,GulfDrill-7,Noble,Exploration,Water Injector,22.03889,50.334783,22.032383,50.345317
W-0210,WB-0210,Oryx,Offshore-West,PAD-23,31,Oryx-31,20.6,1.4,GL,17.9,MSL,Shut-in,Drilling,Suspended,2008-05-17,2002-02-20,PDO Oman,Block 96/6,EPSG:32640,5702.69,5122.43,22.964848,55.286161,2132,1672,1531,Vertical,Thamama,Khuff,4675.67,5510.49,Noble-6,Nabors,Development,Gas Producer,22.955324,55.280813,22.976293,55.279685
W-0211,WB-0211,Hail,Offshore-North,FPSO-35,42,Hail-42,58.6,-4.5,DF,75.1,MSL,Testing,Planned,Testing,2019-12-18,2014-02-25,ADNOC,Block 61/9,EPSG:32641,10548.34,49651.54,25.292403,54.031695,2738,2290,2084,Vertical,Khuff,Shuaiba,9570.37,51079.49,Ensco-101,Borr Drilling,Appraisal,Water Injector,25.283434,54.034033,25.283709,54.050405
W-0212,WB-0212,Mauddud,Offshore-East,JKT-59,17,Mauddud-17,37.4,14.3,KB,80.9,MSL,Completed,Drilling,Drilling,2005-03-07,1999-11-23,Chevron,Block 51/7,EPSG:32639,58558.77,12331.85,26.151371,54.439254,1938,1513,1526,Horizontal,Mauddud,Yamama,59341.05,11825.49,ADIPEC-1,Borr Drilling,Development,Water Injector,26.160546,54.439434,26.138727,54.423314
W-0213,WB-0213,Jade,Onshore,PAD-9,22,Jade-22,53.1,2.1,DF,0.0,,Suspended,Drilling,Testing,2026-07-22,2019-04-27,PDO Oman,Block 84/20,EPSG:32639,54434.49,40097.03,25.911768,48.144052,4587,3501,4109,Vertical,Yamama,Shuaiba,52982.0,38953.0,Noble-2,Nabors,Development,Gas Injector,25.907311,48.153884,25.893925,48.143962
W-0214,WB-0214,Khuff,Offshore-North,PLAT-84,32,Khuff-32,42.3,18.1,DF,20.3,MSL,Abandoned,Drilling,Abandoned,2009-05-23,2006-06-06,ADNOC,Block 75/13,EPSG:32640,23374.08,35070.98,23.345616,55.702483,5302,4635,4952,Horizontal,Shuaiba,Yamama,23547.51,35282.14,ADIPEC-1,Nabors,Appraisal,Water Injector,23.353083,55.712147,23.348549,55.699605
W-0215,WB-0215,Pearl,Offshore-South,FPSO-85,36,Pearl-36,45.9,2.0,KB,68.9,MSL,Shut-in,Planned,Abandoned,2005-12-23,2002-08-18,PDO Oman,Block 93/36,EPSG:32639,63777.41,77284.01,26.273075,53.813368,3956,3026,3542,Horizontal,Mauddud,Arab-D,63415.79,78503.07,Ensco-100,Shelf Drilling,Exploration,Water Injector,26.270851,53.816068,26.280619,53.806409
W-0216,WB-0216,Mauddud,Offshore-South,JKT-34,38,Mauddud-38,12.2,15.8,DF,100.6,MSL,Producing,Planned,Abandoned,2027-11-12,2022-08-11,Chevron,Block 75/5,EPSG:32640,82006.75,80317.05,23.423495,50.438009,2008,1785,1314,Vertical,Yamama,Arab-D,82026.4,81169.24,GulfDrill-7,ADES,Development,Water Injector,23.415877,50.436866,23.416541,50.44383
W-0217,WB-0217,Mauddud,Onshore,FPSO-18,13,Mauddud-13,52.4,13.1,DF,0.0,,Shut-in,Completed,Abandoned,2028-10-22,2024-03-01,BP,Block 92/12,EPSG:32639,4157.9,15341.29,23.952398,54.635157,5072,3693,4181,Deviated,Mauddud,Arab-C,4346.39,15708.84,Ensco-103,KCA Deutag,Exploration,Oil Producer,23.944007,54.63498,23.956941,54.620399
W-0218,WB-0218,Nour,Offshore-South,FPSO-98,11,Nour-11,24.6,19.3,GL,102.9,MSL,Testing,Planned,Abandoned,2018-12-16,2010-05-01,Saudi Aramco,Block 17/28,EPSG:32641,49812.99,36655.12,26.478948,50.25217,1881,1492,1373,Deviated,Thamama,Thamama,49253.09,36100.29,Shelf-1,ADES,Exploration,Oil Producer,26.472078,50.25582,26.461034,50.260836
W-0219,WB-0219,Qamar,Offshore-North,JKT-2,21,Qamar-21,38.6,15.1,GL,91.1,MSL,Producing,Planned,Drilling,2025-07-30,2023-05-22,Kuwait Oil Company,Block 29/23,EPSG:32640,68931.04,37335.32,25.897797,54.982031,3188,2365,2293,Vertical,Arab-D,Thamama,68316.37,37460.96,Shelf-2,Borr Drilling,Appraisal,Gas Producer,25.892795,54.974062,25.881769,55.001255
W-0220,WB-0220,Charlie,Onshore,JKT-38,30,Charlie-30,47.1,-1.3,GL,0.0,,Suspended,Completed,Completed,2007-04-13,2001-05-23,Shell,Block 88/9,EPSG:32640,25231.19,15141.04,27.09534,48.900643,2266,1915,1927,Deviated,Mauddud,Shuaiba,25931.4,13914.77,Noble-6,Nabors,Appraisal,Oil Producer,27.09511,48.89721,27.10341,48.912825
W-0221,WB-0221,Hail,Offshore-North,FPSO-28,47,Hail-47,18.0,14.5,KB,35.9,MSL,Producing,Completed,Shut-in,2021-01-24,2014-05-26,BP,Block 92/3,EPSG:32640,30777.09,79845.35,25.945677,53.629488,5767,4235,5403,Horizontal,Mishrif,Yamama,31890.92,80382.19,Shelf-5,Noble,Development,Oil Producer,25.949707,53.620993,25.9404,53.643889
W-0222,WB-0222,Delta,Onshore,PLAT-89,8,Delta-08,40.0,16.2,DF,0.0,,Completed,Drilling,Producing,2011-06-06,2006-05-24,PDO Oman,Block 61/10,EPSG:32639,61363.79,70722.83,25.409852,52.325588,3104,2475,2291,Horizontal,Khuff,Mishrif,60441.53,71398.12,Ensco-106,KCA Deutag,Exploration,Appraisal,25.41958,52.317055,25.416705,52.319973
W-0223,WB-0223,Iris,Offshore-West,FPSO-54,7,Iris-07,37.2,15.1,GL,37.3,MSL,Suspended,Completed,Producing,2004-03-29,1996-02-16,Saudi Aramco,Block 14/32,EPSG:32639,89793.53,19038.18,22.562049,48.772276,5568,4176,4678,Horizontal,Shuaiba,Mishrif,88586.39,20433.27,Shelf-2,Valaris,Appraisal,Gas Injector,22.560879,48.766193,22.575318,48.765271
W-0224,WB-0224,Jade,Offshore-North,PLAT-71,32,Jade-32,54.8,14.8,KB,115.5,MSL,Shut-in,Drilling,Suspended,2018-05-24,2010-08-16,ADNOC,Block 2/6,EPSG:32639,80992.44,36672.19,24.206295,49.935151,5994,4358,5616,Horizontal,Nahr Umr,Arab-C,82185.83,35953.38,Noble-3,Nabors,Development,Oil Producer,24.206659,49.934856,24.2204,49.935833
W-0225,WB-0225,Delta,Offshore-South,FPSO-59,19,Delta-19,28.8,17.0,DF,87.5,MSL,Testing,Planned,Producing,2007-12-10,2002-09-06,QatarEnergy,Block 6/19,EPSG:32640,58313.02,10580.5,23.591214,48.099232,5607,5072,3704,Horizontal,Mauddud,Thamama,57862.71,9135.87,Noble-4,Noble,Exploration,Oil Producer,23.59165,48.104927,23.578101,48.081061
W-0226,WB-0226,Eagle,Offshore-North,JKT-46,29,Eagle-29,16.7,10.9,GL,79.5,MSL,Suspended,Completed,Producing,2006-09-11,2003-08-20,BP,Block 24/8,EPSG:32640,73022.17,62820.66,23.463938,51.750144,6094,4804,5743,Deviated,Nahr Umr,Mishrif,73176.12,62957.49,Ensco-105,KCA Deutag,Appraisal,Gas Injector,23.464727,51.749854,23.463389,51.767958
W-0227,WB-0227,Falcon,Onshore,FPSO-90,47,Falcon-47,34.9,16.3,KB,0.0,,Abandoned,Planned,Producing,2026-03-28,2015-08-13,Chevron,Block 62/29,EPSG:32639,36482.25,12137.19,27.838063,50.410122,6035,4257,4652,Horizontal,Thamama,Mauddud,36060.88,12757.56,Shelf-5,Noble,Development,Gas Producer,27.838418,50.406832,27.84742,50.395873
W-0228,WB-0228,Oryx,Offshore-East,PLAT-53,29,Oryx-29,46.4,5.7,KB,3.0,MSL,Suspended,Drilling,Drilling,2018-01-15,2017-04-11,ADNOC,Block 91/34,EPSG:32641,64096.55,98593.42,24.358586,52.78686,6010,5976,4620,Horizontal,Shuaiba,Mauddud,62973.96,99464.64,Shelf-2,Borr Drilling,Development,Appraisal,24.348761,52.778507,24.369545,52.802981
W-0229,WB-0229,Delta,Offshore-East,FPSO-62,23,Delta-23,28.4,19.5,GL,103.4,MSL,Shut-in,Completed,Abandoned,2029-03-02,2021-07-12,ENI,Block 79/4,EPSG:32639,46618.16,78068.21,27.352279,50.377902,1311,1025,1046,Horizontal,Arab-C,Yamama,46886.15,77149.43,Shelf-1,Nabors,Appraisal,Gas Producer,27.342313,50.378908,27.363666,50.361245
W-0230,WB-0230,Charlie,Offshore-East,JKT-31,22,Charlie-22,19.9,-2.8,DF,86.1,MSL,Completed,Completed,Shut-in,2010-08-18,2010-01-04,Shell,Block 52/16,EPSG:32639,18993.61,39023.85,25.786832,50.399353,6166,5883,4507,Deviated,Nahr Umr,Nahr Umr,19069.03,38309.11,Noble-3,Nabors,Appraisal,Gas Injector,25.778785,50.394778,25.775959,50.412258
W-0231,WB-0231,Khuff,Onshore,PAD-96,42,Khuff-42,38.6,18.8,KB,0.0,,Producing,Drilling,Abandoned,2016-05-21,2015-03-08,ENI,Block 71/1,EPSG:32639,70173.83,57856.39,26.768868,53.945546,4848,4491,3667,Horizontal,Mishrif,Yamama,69282.81,57894.16,Shelf-3,Valaris,Development,Gas Injector,26.760899,53.947845,26.756569,53.931625
W-0232,WB-0232,Khuff,Offshore-South,PLAT-29,30,Khuff-30,46.5,0.8,DF,51.4,MSL,Abandoned,Completed,Completed,2023-09-25,2017-05-25,BP,Block 92/29,EPSG:32639,55646.46,91134.18,25.015823,48.385143,6101,4599,5787,Vertical,Shuaiba,Khuff,55502.07,90625.98,Ensco-103,Shelf Drilling,Development,Water Injector,25.019921,48.394687,25.019423,48.366668
W-0233,WB-0233,Qamar,Offshore-West,JKT-90,7,Qamar-07,25.6,-1.7,KB,99.2,MSL,Shut-in,Planned,Abandoned,2012-09-09,2002-07-31,Shell,Block 14/17,EPSG:32641,35862.16,55409.93,25.461423,55.22316,1796,1523,1444,Vertical,Shuaiba,Arab-D,36753.0,56491.46,Ensco-105,Valaris,Appraisal,Gas Producer,25.455521,55.215386,25.471066,55.23194
W-0234,WB-0234,Khuff,Onshore,PAD-6,41,Khuff-41,17.1,15.0,GL,0.0,,Abandoned,Planned,Testing,2018-10-24,2012-02-27,TotalEnergies,Block 85/33,EPSG:32639,91133.92,17449.85,24.955106,54.818111,3136,2251,2897,Deviated,Khuff,Yamama,91405.2,17371.13,Noble-2,Borr Drilling,Appraisal,Appraisal,24.963,54.812354,24.947872,54.809322
W-0235,WB-0235,Oryx,Offshore-West,FPSO-89,38,Oryx-38,18.5,4.3,KB,72.0,MSL,Abandoned,Planned,Producing,2013-05-20,2005-02-19,Chevron,Block 78/21,EPSG:32641,2093.41,37870.34,23.171458,53.342437,2252,1671,1555,Deviated,Thamama,Shuaiba,884.16,38769.08,Ensco-101,ADES,Appraisal,Water Injector,23.18003,53.341899,23.155646,53.351017
W-0236,WB-0236,Nour,Offshore-North,FPSO-53,39,Nour-39,53.2,-4.2,GL,117.2,MSL,Suspended,Completed,Completed,2009-08-25,1999-08-28,ENI,Block 41/36,EPSG:32641,31577.32,84314.49,26.334713,52.745773,5261,3737,4503,Vertical,Shuaiba,Shuaiba,31721.38,84556.35,Shelf-5,KCA Deutag,Appraisal,Water Injector,26.344231,52.755145,26.343383,52.747976
W-0237,WB-0237,Eagle,Offshore-North,JKT-91,8,Eagle-08,37.3,0.2,DF,77.2,MSL,Completed,Drilling,Completed,2006-05-19,2000-01-08,Shell,Block 87/35,EPSG:32640,5688.14,64421.3,23.684634,55.13842,3290,2460,2329,Deviated,Khuff,Yamama,6296.35,65240.57,Noble-4,Noble,Appraisal,Gas Producer,23.693416,55.143856,23.676622,55.122772
W-0238,WB-0238,Bravo,Onshore,FPSO-35,11,Bravo-11,55.9,-2.2,DF,0.0,,Testing,Drilling,Shut-in,2008-10-06,2001-01-17,ADNOC,Block 89/19,EPSG:32639,76652.73,65072.44,22.145896,49.482641,4084,2906,3280,Horizontal,Khuff,Mauddud,77530.84,64570.46,Ensco-107,Noble,Development,Appraisal,22.141334,49.490606,22.132551,49.499926
W-0239,WB-0239,Hail,Offshore-West,PAD-31,33,Hail-33,50.9,13.2,GL,58.7,MSL,Producing,Completed,Drilling,2008-08-12,2005-05-02,Shell,Block 50/27,EPSG:32641,70210.75,86682.15,25.872834,48.631753,6022,5744,5321,Deviated,Yamama,Khuff,70598.1,87676.4,Noble-1,KCA Deutag,Appraisal,Gas Producer,25.87303,48.628427,25.858743,48.629846
W-0240,WB-0240,Shams,Offshore-East,FPSO-82,46,Shams-46,50.9,8.6,GL,81.0,MSL,Completed,Drilling,Testing,2021-03-13,2013-11-18,ENI,Block 95/13,EPSG:32641,33135.22,89397.31,23.062664,49.916081,3169,3008,2865,Vertical,Mishrif,Nahr Umr,32093.19,88721.03,Noble-6,KCA Deutag,Exploration,Gas Producer,23.056173,49.925922,23.05526,49.925459
W-0241,WB-0241,Falcon,Offshore-West,PLAT-49,3,Falcon-03,58.6,19.9,DF,28.9,MSL,Shut-in,Completed,Suspended,2023-05-05,2020-02-27,QatarEnergy,Block 75/17,EPSG:32639,67566.29,91979.26,27.642752,54.356626,2905,2776,2253,Deviated,Nahr Umr,Arab-C,68196.81,92117.56,Noble-2,Valaris,Appraisal,Appraisal,27.648876,54.348683,27.646459,54.356667
W-0242,WB-0242,Bravo,Offshore-West,JKT-63,37,Bravo-37,47.4,-0.6,GL,50.9,MSL,Drilling,Planned,Testing,2023-04-25,2019-03-31,BP,Block 68/15,EPSG:32639,39593.72,9484.92,27.723571,48.277362,1934,1712,1644,Horizontal,Arab-D,Yamama,40125.75,8626.94,Noble-6,ADES,Development,Appraisal,27.73134,48.268421,27.717907,48.281536
W-0243,WB-0243,Mishrif,Onshore,JKT-29,14,Mishrif-14,20.7,6.9,GL,0.0,,Suspended,Drilling,Suspended,2022-08-16,2018-11-06,Kuwait Oil Company,Block 97/34,EPSG:32640,75625.38,54412.6,27.489186,52.662455,2790,2546,1908,Horizontal,Khuff,Arab-D,74198.66,54339.18,GulfDrill-7,Shelf Drilling,Appraisal,Gas Producer,27.496212,52.669567,27.470012,52.654566
W-0244,WB-0244,Shams,Offshore-West,FPSO-6,44,Shams-44,32.3,18.5,DF,47.6,MSL,Suspended,Planned,Abandoned,2008-01-23,2003-09-24,ENI,Block 93/19,EPSG:32639,45418.37,74050.95,24.220952,55.9635,3693,3061,3098,Horizontal,Mauddud,Yamama,45153.61,73505.48,Shelf-2,ADES,Appraisal,Oil Producer,24.219619,55.972045,24.204828,55.951514
W-0245,WB-0245,Jade,Offshore-North,JKT-66,6,Jade-06,14.5,18.3,KB,75.1,MSL,Producing,Completed,Completed,2019-08-17,2017-09-11,Saudi Aramco,Block 27/14,EPSG:32641,41227.97,75692.68,22.09274,54.845569,4181,3093,2741,Deviated,Arab-D,Shuaiba,40726.82,74992.79,Shelf-3,Nabors,Development,Gas Injector,22.097913,54.837381,22.08436,54.847272
W-0246,WB-0246,Charlie,Offshore-North,PLAT-59,46,Charlie-46,41.5,11.2,DF,70.0,MSL,Producing,Planned,Producing,1996-05-21,1995-11-28,QatarEnergy,Block 33/36,EPSG:32639,93472.99,60671.62,27.569911,52.171566,5521,4882,3767,Horizontal,Shuaiba,Mishrif,93981.23,62072.58,Ensco-106,ADES,Appraisal,Gas Injector,27.561863,52.163835,27.576299,52.169175
W-0247,WB-0247,Mauddud,Offshore-South,PLAT-50,44,Mauddud-44,54.8,9.4,KB,78.7,MSL,Drilling,Planned,Drilling,2021-05-20,2015-05-02,Chevron,Block 9/3,EPSG:32641,25087.91,16678.73,24.569105,48.509127,5706,5672,5547,Vertical,Mauddud,Yamama,24236.32,15658.95,Noble-4,Shelf Drilling,Development,Water Injector,24.55991,48.49979,24.553046,48.504732
W-0248,WB-0248,Shams,Onshore,JKT-98,29,Shams-29,48.6,18.9,DF,0.0,,Abandoned,Completed,Producing,2011-06-05,2006-12-10,QatarEnergy,Block 69/15,EPSG:32639,12044.73,79742.06,27.799929,54.650988,4883,3941,3794,Horizontal,Thamama,Yamama,12317.35,80604.04,Ensco-102,KCA Deutag,Exploration,Water Injector,27.804994,54.643078,27.802355,54.657891
W-0249,WB-0249,Lulu,Onshore,FPSO-16,3,Lulu-03,38.1,18.1,KB,0.0,,Completed,Completed,Abandoned,2004-08-19,1998-02-27,ENI,Block 11/20,EPSG:32639,58454.31,72011.13,27.78172,52.791828,5517,4379,4310,Horizontal,Mauddud,Shuaiba,59693.93,73463.62,Ensco-106,KCA Deutag,Development,Gas Producer,27.780227,52.786016,27.766515,52.799448
W-0250,WB-0250,Falcon,Offshore-North,FPSO-79,17,Falcon-17,45.0,17.9,KB,10.5,MSL,Testing,Planned,Drilling,2011-01-14,2009-09-12,Chevron,Block 7/36,EPSG:32640,96932.18,8613.58,27.118057,48.919464,2760,2104,1805,Horizontal,Yamama,Arab-D,97825.59,7173.28,Ensco-102,KCA Deutag,Exploration,Water Injector,27.127968,48.928866,27.106522,48.901301
W-0251,WB-0251,Delta,Offshore-North,PAD-43,23,Delta-23,54.8,17.8,KB,7.4,MSL,Producing,Completed,Shut-in,2009-01-31,2001-07-03,PDO Oman,Block 80/5,EPSG:32639,37783.92,46380.98,23.766693,48.750858,2008,1862,1746,Deviated,Nahr Umr,Nahr Umr,39048.29,46978.06,Ensco-103,Borr Drilling,Development,Water Injector,23.758638,48.754215,23.753581,48.744408
W-0252,WB-0252,Rimal,Offshore-North,JKT-41,28,Rimal-28,24.9,-2.1,KB,99.7,MSL,Testing,Drilling,Shut-in,2005-12-13,2005-11-04,Kuwait Oil Company,Block 92/28,EPSG:32640,6203.68,17397.74,24.310586,55.277015,5800,4970,5516,Deviated,Arab-C,Mauddud,7639.2,16656.48,Shelf-1,ADES,Appraisal,Water Injector,24.317699,55.282586,24.293275,55.273486
W-0253,WB-0253,Jade,Offshore-East,PLAT-23,42,Jade-42,52.2,13.3,GL,88.1,MSL,Testing,Drilling,Testing,2007-12-14,2006-12-24,QatarEnergy,Block 69/13,EPSG:32640,33930.53,33747.7,27.10682,53.353602,4484,3999,4345,Horizontal,Arab-D,Arab-D,32462.54,32369.16,Noble-1,Nabors,Development,Oil Producer,27.10642,53.359125,27.113673,53.337478
W-0254,WB-0254,Rimal,Offshore-West,PAD-99,38,Rimal-38,18.9,10.6,KB,22.6,MSL,Suspended,Planned,Completed,2006-12-26,1996-10-07,ENI,Block 70/31,EPSG:32641,50593.17,1808.11,23.901532,54.634294,4747,4627,3334,Vertical,Mauddud,Thamama,50961.39,1516.78,Ensco-100,Nabors,Development,Water Injector,23.908075,54.634995,23.900068,54.62373
W-0255,WB-0255,Eagle,Offshore-East,PLAT-51,24,Eagle-24,58.1,3.0,GL,47.0,MSL,Testing,Completed,Shut-in,2017-11-16,2017-09-14,Chevron,Block 88/11,EPSG:32641,16192.3,40032.99,23.016956,55.031831,1339,1318,1188,Vertical,Nahr Umr,Arab-C,15930.82,41338.64,Noble-6,Borr Drilling,Development,Gas Producer,23.023299,55.037781,23.030198,55.013897
W-0256,WB-0256,Oryx,Offshore-South,PLAT-29,32,Oryx-32,14.1,11.8,KB,77.6,MSL,Shut-in,Drilling,Suspended,2002-10-24,2002-01-20,ADNOC,Block 86/14,EPSG:32641,65810.22,54987.69,25.340808,52.574179,3183,3072,2770,Deviated,Thamama,Nahr Umr,66889.78,53522.99,Ensco-107,Noble,Exploration,Water Injector,25.349128,52.576095,25.324764,52.594029
W-0257,WB-0257,Delta,Offshore-West,JKT-95,17,Delta-17,20.3,3.0,GL,94.5,MSL,Abandoned,Completed,Shut-in,2006-06-04,2000-04-07,Shell,Block 47/5,EPSG:32641,99774.94,61958.26,27.616929,52.139571,5176,4180,4306,Deviated,Thamama,Shuaiba,99030.38,62221.92,Shelf-2,ADES,Appraisal,Water Injector,27.612886,52.135862,27.602718,52.149033
W-0258,WB-0258,Oryx,Offshore-East,PLAT-65,9,Oryx-09,24.0,19.7,DF,108.7,MSL,Completed,Planned,Producing,2021-09-26,2019-10-29,PDO Oman,Block 28/10,EPSG:32639,45173.95,66349.03,26.176179,51.443419,4786,3655,3679,Vertical,Mauddud,Arab-D,46617.04,66353.22,GulfDrill-7,Valaris,Appraisal,Water Injector,26.185175,51.444641,26.168437,51.426917
W-0259,WB-0259,Delta,Offshore-East,PAD-62,14,Delta-14,33.9,10.1,GL,80.2,MSL,Abandoned,Completed,Testing,1999-08-15,1997-10-04,ADNOC,Block 32/3,EPSG:32639,35472.86,83629.13,25.420367,50.535573,6045,4716,4394,Horizontal,Arab-C,Arab-C,35813.98,84749.28,ADIPEC-1,Borr Drilling,Exploration,Appraisal,25.4134,50.536243,25.431002,50.516383
W-0260,WB-0260,Eagle,Onshore,FPSO-34,12,Eagle-12,15.2,1.7,GL,0.0,,Completed,Drilling,Completed,2023-11-13,2013-01-25,ADNOC,Block 93/19,EPSG:32639,40070.42,21546.29,22.583059,51.476768,5613,4398,4798,Vertical,Nahr Umr,Nahr Umr,40951.03,20298.3,Shelf-1,Valaris,Exploration,Gas Injector,22.574698,51.483237,22.575289,51.48554
W-0261,WB-0261,Shams,Offshore-North,FPSO-80,43,Shams-43,34.0,2.2,GL,61.2,MSL,Drilling,Planned,Drilling,2013-01-01,2009-12-25,BP,Block 59/5,EPSG:32639,11514.62,12048.18,25.690043,54.191037,2438,2410,2108,Deviated,Thamama,Arab-C,10271.42,12592.76,Noble-4,Noble,Exploration,Appraisal,25.688675,54.200672,25.68638,54.188605
W-0262,WB-0262,Pearl,Offshore-East,FPSO-78,7,Pearl-07,24.8,18.2,KB,88.9,MSL,Producing,Completed,Completed,2003-08-31,1998-04-10,ENI,Block 65/8,EPSG:32639,88327.36,85153.72,27.940323,52.815387,3022,2501,2222,Deviated,Arab-C,Yamama,87377.73,85694.05,Noble-1,Nabors,Development,Gas Injector,27.946889,52.813608,27.932387,52.826859
W-0263,WB-0263,Pearl,Offshore-East,JKT-6,45,Pearl-45,48.4,4.5,GL,90.6,MSL,Abandoned,Planned,Testing,2020-07-29,2015-09-17,Shell,Block 45/7,EPSG:32640,41482.57,15661.28,22.840504,55.140186,1918,1552,1315,Vertical,Mishrif,Nahr Umr,42257.78,16168.52,Ensco-100,Nabors,Exploration,Water Injector,22.839972,55.145454,22.823713,55.157125
W-0264,WB-0264,Shams,Offshore-West,PAD-33,13,Shams-13,40.1,-3.7,KB,103.2,MSL,Producing,Completed,Testing,2017-07-19,2009-07-17,Chevron,Block 67/8,EPSG:32641,38727.44,97476.01,25.109978,51.54704,5976,4734,4802,Vertical,Thamama,Shuaiba,37293.4,98803.01,Borr-Prospector,Nabors,Appraisal,Gas Injector,25.116564,51.539035,25.127555,51.551012
W-0265,WB-0265,Lulu,Onshore,FPSO-55,42,Lulu-42,53.2,14.5,GL,0.0,,Completed,Drilling,Testing,2007-06-21,2004-07-28,Shell,Block 73/24,EPSG:32641,65969.03,84253.82,27.264238,52.856717,1448,1353,1040,Deviated,Thamama,Shuaiba,66919.66,85223.08,Ensco-106,Borr Drilling,Development,Gas Injector,27.268832,52.862254,27.26618,52.844201
W-0266,WB-0266,Falcon,Offshore-South,PAD-33,20,Falcon-20,24.3,7.3,GL,54.0,MSL,Drilling,Completed,Abandoned,2013-09-29,2009-10-30,QatarEnergy,Block 85/8,EPSG:32641,44203.34,50087.66,26.444612,53.05046,1246,1141,998,Vertical,Nahr Umr,Arab-C,42745.19,48713.58,Noble-4,Valaris,Development,Gas Injector,26.438801,53.047888,26.456125,53.061748
W-0267,WB-0267,Khuff,Offshore-West,PLAT-21,25,Khuff-25,44.0,10.1,GL,118.2,MSL,Shut-in,Planned,Testing,2005-03-18,2005-02-05,TotalEnergies,Block 77/28,EPSG:32639,64823.35,98142.14,26.182094,52.733577,4616,4490,4078,Vertical,Mishrif,Shuaiba,65294.71,98055.39,Ensco-104,Noble,Development,Oil Producer,26.191072,52.724365,26.188428,52.751809
